"Name","Description","Main Category","Categories","Query","City","Address","Ward","Street","Postal Code","State","Country Code","Time Zone","Plus Code","Phone","Website","Rating","Reviews","Score","Score Category","Price Range","Status","Latitude","Longitude","About","Service Name","Service Option"
"Mariage dans l'Air","Nos prestations

1. « SUR MESURE »
L?organisation de la journée de mariage clé en main :
recherche et réservations de prestataires, définition
d?un style/ d?une thématique, accompagnement des mariés dans les étapes de la préparation.
A partir de 3500,00?

2. « COUP DE POUCE »
Le conseil : recherche et comparatif de prestataires,
établissement de plannings selon les besoins.
A partir de 300,00?

3. « GRAND JOUR »
La coordination le jour du mariage de l?ensemble
des intervenants et son bon déroulement afin que vous puissiez profiter au mieux de cette journée.
A partir de 1500,00?","Organisateur de mariages","Organisateur de mariages; Agence événementielle","agence evenementiel in jouy-le-moutier","Paris","102 Av. des Champs-Élysées, 75008 Paris","","102 Av. des Champs-Élysées","75008","","FR","Europe/Paris","V8C2+PW Paris","06 86 74 87 18","http://www.mariagedanslair.fr/","4.8","123","84","Excellent","","","48.8718588","2.3023378","","",""
"WEAREVENTS","","Agence événementielle","Agence événementielle","agence evenementiel in l'hay-les-roses","Paris","3 Rue Léon Bonnat, 75016 Paris","","3 Rue Léon Bonnat","75016","","FR","Europe/Paris","V72C+F3 Paris","06 26 57 91 62","https://wearevents.fr/","5.0","4","71","Good","","Ouvert 24h/24","48.851224599999995","2.2702255","Fournis par l'établissement; Services disponibles; Parking","Fournis par l'établissement; Services disponibles; Parking","S'identifie comme géré par une femme; Rendez-vous en ligne; Parking payant dans la rue"
"ORECA Events","","Agence événementielle","Agence événementielle","agence evenementiel in l'hay-les-roses","Paris","83 Boulevard Exelmans, 75016 Paris","","83 Boulevard Exelmans","75016","","FR","Europe/Paris","R7V5+FH Paris","04 94 88 58 07","https://oreca-events.com/contact","3.7","3","56","Average","","","48.84374","2.2589551","","",""
"Ma Salle Parisienne","Depuis plus de 10 ans, notre agence événementielle basée au c?ur de Paris redéfini l?art de l?événementiel en vous proposant des lieux et un service d?exception.

Nous disposons de plus de 50 lieux uniques à Paris. Que vous envisagiez des rassemblements en intérieur ou en extérieur, nous vous proposerons le lieu qu?il vous faut ! Chacun d?entre eux est doté de son propre caractère et de son ambiance. Des boîtes de nuit vibrantes aux salles de fête élégantes, des péniches naviguant doucement sur la Seine aux rooftops offrant des vues panoramiques, notre éventail de lieux reflète la richesse de Paris sous toutes ses facettes.","Agence événementielle","Agence événementielle","agence evenementiel in l'hay-les-roses","Paris","10 Rue Boileau, 75016 Paris","","10 Rue Boileau","75016","","FR","Europe/Paris","R7W8+R6 Paris","06 10 39 43 57","https://masalleparisienne.com/","5.0","6","75","Good","","Ouvert 24h/24","48.8470545","2.2655333","","",""
"Marcopolette","","Agence événementielle","Agence événementielle","agence evenementiel in les pavillons-sous-bois","Paris","182 Bd de la Villette, 75019 Paris","","182 Bd de la Villette","75019","","FR","Europe/Paris","V9JC+H7 Paris","07 64 02 54 03","http://www.marcopolette.fr/","4.9","13","81","Excellent","","Ouvert ? Ferme à 17:30","48.881419","2.3706488","","",""
"La Kolo","La Kolo propose des prestations d?animation et d?événementiel, à domicile ou dans nos salles parisiennes, destinées aux team building et à la jeunesse, à des prix accessibles. Les univers dans lesquels nous vous immergeons sont vecteurs de cohésion et créateurs de souvenirs.","Agence événementielle","Agence événementielle","agence evenementiel in les pavillons-sous-bois","Paris","36 Rue de Thionville, 75019 Paris","","36 Rue de Thionville","75019","","FR","Europe/Paris","V9RP+27 Paris","06 27 45 30 80","http://www.lakolo.fr/","5.0","174","97","Excellent","","Ouvert ? Ferme à 20:00","48.890121699999995","2.3856733","","",""
"La Nuit des Temps by Eléa","","Organisateur d'événements","Organisateur d'événements; Agence événementielle","agence evenementiel in les pavillons-sous-bois","Paris","57 Rue du Général Brunet, 75019 Paris","","57 Rue du Général Brunet","75019","","FR","Europe/Paris","V9MV+6P Paris","07 83 23 07 62","https://www.lanuitdestempsbyelea.com/","5.0","1","63","Good","","Ouvert ? Ferme à 20:00","48.8830489","2.3943479","Services disponibles","Services disponibles","Rendez-vous en ligne"
"Agence Eclaireuse","Création d'événements brillants et uniques. Comme vous.
Entre émotion et expériences, élégance et fantaisie, nous vous accompagnons dans la création sur-mesure de votre événement d'entreprise, avec une forte valeur ajoutée artistique.
Séminaires, conventions, événements de relations publiques...
25 d'expertise pour des événements corporate uniques","Agence événementielle","Agence événementielle; Agence artistique","agence evenementiel in les pavillons-sous-bois","Paris","44 Av. de Flandre, 75019 Paris","","44 Av. de Flandre","75019","","FR","Europe/Paris","V9PF+Q5 Paris","06 85 83 23 78","http://www.eclaireuse.com/?utm_source=gmb","5.0","9","78","Good","","Ouvert ? Ferme à 19:00","48.886925999999995","2.3729009999999997","Services disponibles","Services disponibles","Rendez-vous en ligne"
"Paris événement","","Agence événementielle","Agence événementielle","agence evenementiel in les pavillons-sous-bois","Paris","17 Rue des Gâtines, 75020 Paris","","17 Rue des Gâtines","75020","","FR","Europe/Paris","V98X+96 Paris","01 40 29 19 85","http://www.paris-evenement.fr/","4.9","7","75","Good","","Ouvert ? Ferme à 19:30","48.8658776","2.3980851999999997","","",""
"Ovale events","Ovale est une agence événementielle pour les entreprises. Basée à Paris, nous intervenons dans toute l'Europe pour offrir des événements uniques adaptés à chaque objectif. Nous réalisons des expériences sur-mesure :
- Lancement de produit
- Roadshow
- Conférence
- Réunion
- Séminaire
- Team building
- Cocktail
- Soirée
- Incentive
- Anniversaire","Agence événementielle","Agence événementielle","agence evenementiel in les pavillons-sous-bois","Paris","150 Ave Parmentier, 75011 Paris","","150 Ave Parmentier","75011","","FR","Europe/Paris","V99C+XG Paris","","https://www.ovale.events/","5.0","6","75","Good","","Ouvert ? Ferme à 19:00","48.869942599999995","2.3713287","","",""
"Groupe AVS","LE GROUPE AVS C'EST...
Une agence événementielle qui allie créativité et innovation pour des événements d'entreprises originaux à Paris.
Depuis plus de 25 ans, nous organisons différents types d'événements pour les entreprises : Soirées corporate, Family Day, lancements de produit, soirées du personnel, arbres de Noël...

Surtout, nous accompagnons nos clients dans l'organisation de leurs événements professionnels sur mesure, que ce soit pour faire connaitre leurs marques et produits, ou pour accroître la performance et l'implication de leurs équipes.","Agence événementielle","Agence événementielle; Traiteur; Organisateur d'événements; Service technologique pour l'organisation d'événements","agence evenementiel in les pavillons-sous-bois","Paris","13 Rue Georges Auric, 75019 Paris","","13 Rue Georges Auric","75019","","FR","Europe/Paris","V9MP+R5 Paris","01 40 40 06 07","https://groupeavs.com/","4.7","19","75","Good","","Ouvert ? Ferme à 18:00","48.884538199999994","2.3854078999999997","Fournis par l'établissement; Accessibilité; Clientèle","Fournis par l'établissement; Accessibilité; Clientèle","S'identifie comme géré par une femme; Entrée accessible en fauteuil roulant; Places assises accessibles en fauteuil roulant; LGBTQ+ friendly"
"La Fabrique Événementielle","4 adresses et 8 espaces au coeur de Paris

La Fabrique Événementielle est votre partenaire idéal ... Offrant des espaces modulables et une expertise inégalée, nous transformons vos idées en événements mémorables.","Agence événementielle","Agence événementielle","agence evenementiel in les pavillons-sous-bois","Paris","17 Rue des Gâtines, 75020 Paris","","17 Rue des Gâtines","75020","","FR","Europe/Paris","V98X+87 Paris","06 59 60 11 95","https://www.fabrique-evenementielle.fr/","3.0","2","56","Average","","Ouvert ? Ferme à 18:00","48.865869499999995","2.3981418","","",""
"HZ Events","Agence Événementielle & Logistique","Service logistique","Service logistique; Agence événementielle","agence evenementiel in les pavillons-sous-bois","Paris","159 Bd Sérurier, 75019 Paris","","159 Bd Sérurier","75019","","FR","Europe/Paris","V9PV+RM Paris","01 83 64 15 87","http://hzevents.fr/","4.9","12","80","Excellent","","Ouvert ? Ferme à 20:00","48.8870126","2.3942474","","",""
"Paris Réception - Agence évènementiel à Paris","Paris Réception - Votre Agence Événementielle à Paris

Transformez vos événements en expériences inoubliables avec Paris Réception ! Spécialisés dans l'organisation de séminaires, team buildings, mariages, et fêtes privées, nous vous offrons des lieux uniques et des animations sur mesure. Découvrez notre espace prestigieux, Le Secret de l'île, une magnifique cave voûtée au c?ur de Paris, ainsi que Le Cabinet d'Ingéniosité pour vos réunions et formations. Faites confiance à notre expertise pour des événements réussis et mémorables.","Organisateur d'événements","Organisateur d'événements","agence evenementiel in les pavillons-sous-bois","Paris","69 Bd Richard-Lenoir, 75011 Paris","","69 Bd Richard-Lenoir","75011","","FR","Europe/Paris","V96C+8P Paris","06 64 33 23 84","https://parisreception.fr/","5.0","4","71","Good","","Ouvert ? Ferme à 18:00","48.8607813","2.3717926","","",""
"Deep Dive","Agence événementielle
à taille humaine et grandes ambitions

Un collectif créatif de passionnés pour vous accompagner dans la conception, création, branding, production, organisation d'événements et de campagnes de communication digitales, virtuelles ou physiques.
Des clients et partenaires fidèles depuis 2013 : Google, YouTube, EVA, Red Hat, IDC, Virtuality, Mirakl, Ekimetrics, iVesta, FranceTV, CNP Assurances, Haier, Candy, Rosières, Flying Tiger Copenhagen, LVMH digital ...& vous ?","Agence événementielle","Agence événementielle; Organisateur d'événements; Service technologique pour l'organisation d'événements; Consultant en marketing; Service de visioconférence","agence evenementiel in les pavillons-sous-bois","Paris","62 64 66 Rue Amelot, 156 Rue Oberkampf, 75011 Paris","","62 64 66 Rue Amelot, 156 Rue Oberkampf","75011","","FR","Europe/Paris","V969+27 Paris","06 63 11 64 19","http://www.deepdive.fr/","5.0","20","86","Excellent","","Ouvert ? Ferme à 20:00","48.8601153","2.3681639","Fournis par l'établissement; Services disponibles; Clientèle; Planning","Fournis par l'établissement; Services disponibles; Clientèle; Planning","S'identifie comme géré par une femme; Rendez-vous en ligne; Services sur place; LGBTQ+ friendly; Safe place pour les transgenres; Rendez-vous obligatoire"
"Konstruct Événementiel","","Agence événementielle","Agence événementielle","agence evenementiel in les pavillons-sous-bois","Paris","5 Pass. de Thionville, 75019 Paris","","5 Pass. de Thionville","75019","","FR","Europe/Paris","V9QJ+6R Paris","06 66 78 41 56","https://www.konstructevenementiel.com/aboutus.aspx","0.0","0","60","Average","","","48.888017999999995","2.3820036","","",""
"WIZ-U Events","L'Happy Culture Evénementielle Sensorielle et Responsable.
Du spectacle vivant aux Arts numériques, de l'Art contemporain au Design culinaire, du réel au virtuel... WIZ-U Events sélectionne le nectar de la création pour sublimer la mise en scène de votre message et mieux parler au coeur.","Agence événementielle","Agence événementielle","agence evenementiel in les pavillons-sous-bois","Paris","158 Rue de la Roquette, 75011 Paris","","158 Rue de la Roquette","75011","","FR","Europe/Paris","V95M+9F Paris","06 83 02 12 81","http://wiz-u.fr/","0.0","0","60","Average","","Ouvert ? Ferme à 19:00","48.8583935","2.3836695999999997","","",""
"CDM Group","Vous recherchez des billets pour le prochain match ou concert ? Vous souhaitez préparer minutieusement votre déplacement ? Trouver un lieu de détente unique et insolite pour une soirée mémorable ?

- Football, rugby, tennis, NBA
- Saut d'obstacles
- Formule 1 & 24h du Mans
- Visites privées
- Opéra & Théâtre
- Concerts
- Événements privés
- Shopping personnalisé
- Réservation de véhicules
- Hôtels, chalets, appartements
- Spa, massage et soins
- Événements privés
- Shopping personnalisé
- Réservation de véhicules
- Hôtels, chalets, appartements
- Spa, massage et soins

Nous sommes au service de nos clients 24h/24, 7 jours/7. Nous garantissons une prise en charge de votre demande dans un délai de maximum de 2h","Agence événementielle","Agence événementielle","agence evenementiel in les pavillons-sous-bois","Paris","20 Rue du Transvaal, 75020 Paris","","20 Rue du Transvaal","75020","","FR","Europe/Paris","V9CQ+MF Paris","06 61 10 33 65","https://cdmgroup.fr/","3.5","4","56","Average","","Ouvert 24h/24","48.871646299999995","2.3887017999999998","","",""
